year,statefip,state,year_legalized,pot,ever_legalized,deaths,population,crude_death_rate,standard_error_for_crude_rate,low_confidence_limit_for_crude_rate,upper_confidence_limit_for_crude_rate,female_prop,male_prop,over_50_prop,under_30_prop,under_50_prop,american_indian_prop,asian_prop,black_prop,other_race_prop,white_prop,married_prop,not_married_prop,college_prop,higher_college_prop,hs_prop,less_hs_prop,some_college_prop,employed_prop,not_employed_prop,mean_children,mean_children_u5,mean_hrs_worked,median_income,sex,age_group,race_and_hispanic_origin
2011,49,Utah,0,0,0,504,2817222,17.89,0.79688,16.3281,19.4519,0.49796320630749014,0.5020367936925099,0.32726675427069646,0.23416557161629434,0.4385676741130092,0.012943495400788436,0.02759526938239159,0.00795006570302234,0.04349540078843627,0.9080157687253614,0.680946123521682,0.319053876478318,0.20216819973718791,0.09145860709592642,0.3340998685939553,0.0580814717477004,0.31419185282522993,0.7180026281208935,0.28199737187910645,1.1796977660972405,0.2771353482260184,30.068988173455978,20000,Both Sexes,All Ages,All Races-All Origins
2012,49,Utah,0,0,0,601,2855287,21.0487,0.85859,19.3658,22.7315,0.5020314547837483,0.4979685452162516,0.326605504587156,0.22116644823066842,0.45222804718217563,0.01474442988204456,0.029357798165137616,0.00963302752293578,0.04148099606815203,0.90478374836173,0.6831585845347313,0.31684141546526867,0.2056356487549148,0.09685452162516382,0.32706422018348624,0.05524246395806029,0.31520314547837486,0.7301441677588466,0.26985583224115334,1.226605504587156,0.28414154652686763,30.413499344692006,21000,Both Sexes,All Ages,All Races-All Origins
2013,49,Utah,0,0,0,594,2900872,20.4766,0.84017,18.8299,22.1233,0.4975929135374543,0.5024070864625457,0.3217793183131138,0.22202965530521857,0.45619102638166764,0.014763463636947173,0.0284999037165415,0.005841196482444316,0.04429039091084152,0.9066050452532255,0.6927915784068297,0.3072084215931703,0.21484049040374864,0.10244559984594646,0.3200462160600809,0.05025996533795494,0.3124077283522691,0.7191090570639964,0.2808909429360036,1.2577829128955644,0.287438218114128,30.375248732267796,21000,Both Sexes,All Ages,All Races-All Origins
2014,49,Utah,0,0,0,603,2942902,20.49,0.83442,18.8545,22.1254,0.4986637821328582,0.5013362178671418,0.331000254517689,0.22556630185797913,0.4434334436243319,0.014825655383049122,0.03066938152201578,0.008399083736319674,0.04638584881649275,0.8997200305421227,0.6804530414863833,0.3195469585136167,0.21742173581063884,0.0949987274115551,0.32654619496054976,0.050458131840162894,0.3105752099770934,0.7327564265716467,0.26724357342835325,1.195787732247391,0.27284296258589974,30.589590226520745,22000,Both Sexes,All Ages,All Races-All Origins
2015,49,Utah,0,0,0,646,2995919,21.5627,0.84837,19.8999,23.2255,0.5011569007566756,0.4988430992433244,0.31880432743418174,0.23338127696829467,0.4478143955975236,0.016696892001750986,0.027890688512288164,0.008254643236820711,0.04715152273153649,0.9000062535176037,0.6658120192608342,0.3341879807391658,0.21837283471952973,0.10036895753861547,0.3233693952848477,0.04965292977299731,0.30823588268400975,0.7411043712088049,0.25889562879119504,1.1701582139953723,0.24613845287974487,30.67112750922394,22500,Both Sexes,All Ages,All Races-All Origins
2016,49,Utah,0,0,0,635,3051217,20.8114,0.82587,19.1927,22.4301,0.4977378370003099,0.5022621629996901,0.3204834211341804,0.2332197087077781,0.44629687015804154,0.014068794546017973,0.03198016733808491,0.0078091106290672455,0.05032537960954447,0.8958165478772854,0.6775952897427951,0.32240471025720485,0.21921289123024482,0.10722032847846297,0.3161450263402541,0.04505732878834831,0.3123644251626898,0.7402541059807871,0.2597458940192129,1.1995041834521227,0.27245119305856835,30.758413387046794,24000,Both Sexes,All Ages,All Races-All Origins
2017,49,Utah,0,0,0,650,3101833,20.9554,0.82194,19.3444,22.5663,0.500090106325464,0.499909893674536,0.3054003724394786,0.24274644080014418,0.4518531867603772,0.014477082957890311,0.032197993632486335,0.00859013636090587,0.05346308644200156,0.8912717006067159,0.6680482969904488,0.3319517030095513,0.23007148435153482,0.11077070943713582,0.3118279569892473,0.042650327386315856,0.3046795218357662,0.7597164654292065,0.24028353457079354,1.20970745479666,0.25926593380188623,31.173364570192827,25000,Both Sexes,All Ages,All Races-All Origins
2018,49,Utah,0,0,0,624,3161105,19.7399,0.79023,18.1911,21.2888,0.5016246953696182,0.4983753046303818,0.31083903910873856,0.23662527561796448,0.45253568527329696,0.014796332830451434,0.032726006730880816,0.008065452013461762,0.053208773354995936,0.89120343507021,0.6699547406289892,0.3300452593710108,0.2290240222815365,0.10960891261459905,0.3147267030288964,0.04595566902634327,0.30068469304862483,0.7590808866194731,0.24091911338052688,1.1812695833816873,0.24144133689218986,31.22565858187304,26000,Both Sexes,All Ages,All Races-All Origins
2000,50,Vermont,2018,0,1,36,608827,5.913,0.9855,4.1414,8.1861,0.5218774860779634,0.4781225139220366,0.32776451869530626,0.14001591089896578,0.5322195704057279,0.002386634844868735,0.008750994431185362,0.006364359586316627,0.011137629276054098,0.9713603818615751,0.6404136833731106,0.35958631662688945,0.1877486077963405,0.11137629276054097,0.43595863166268894,0.066030230708035,0.19888623707239458,0.7828162291169452,0.2171837708830549,0.8265712012728719,0.1583134447096261,34.49323786793954,20000,Both Sexes,All Ages,All Races-All Origins
2001,50,Vermont,2018,0,1,44,612223,7.1869,1.08347,5.222,9.6481,0.5127134724857685,0.4872865275142315,0.31480075901328275,0.14345351043643265,0.5417457305502846,0.0032258064516129032,0.00872865275142315,0.003605313092979127,0.01726755218216319,0.9671726755218216,0.6582542694497153,0.3417457305502846,0.21138519924098673,0.1189753320683112,0.3908918406072106,0.07096774193548387,0.2077798861480076,0.7990512333965845,0.20094876660341557,0.864516129032258,0.18159392789373813,35.540607210626185,20150,Both Sexes,All Ages,All Races-All Origins
2002,50,Vermont,2018,0,1,47,615442,7.6368,1.11394,5.6112,10.1553,0.5146798029556651,0.485320197044335,0.3619704433497537,0.13142857142857142,0.5066009852216748,0.0031527093596059115,0.007684729064039409,0.004334975369458128,0.014187192118226602,0.97064039408867,0.6648275862068965,0.3351724137931035,0.21064039408866994,0.13261083743842364,0.3875862068965517,0.06935960591133004,0.19980295566502462,0.7854187192118227,0.21458128078817734,0.8344827586206897,0.15133004926108373,34.59940886699508,22000,Both Sexes,All Ages,All Races-All Origins
2003,50,Vermont,2018,0,1,65,617858,10.5202,1.30487,8.1193,13.4089,0.5137830975698223,0.48621690243017773,0.3447587957925281,0.14472252448313383,0.5105186797243381,0.005803409503083061,0.007798331519767864,0.002176278563656148,0.016140732680449764,0.9680812477330432,0.6351106274936525,0.36488937250634745,0.22034820457018497,0.12060210373594486,0.38810301051867974,0.060935799782372145,0.2100108813928183,0.7878128400435256,0.21218715995647444,0.8300689154878491,0.16104461371055495,34.720892274211096,22000,Both Sexes,All Ages,All Races-All Origins
2004,50,Vermont,2018,0,1,50,619920,8.0656,1.14064,5.9864,10.6334,0.5176998791227767,0.4823001208772233,0.36781212225867727,0.13054740113969954,0.5016404766016233,0.0032809532032464167,0.012087722327749956,0.003453634950785702,0.013469176308064238,0.9677085132101537,0.6553272319115869,0.3446727680884131,0.2142980486962528,0.12933862890692455,0.3843895700224486,0.059057157658435507,0.21291659471593852,0.7891555862545329,0.2108444137454671,0.79709894664134,0.14574339492315663,35.058539112415815,22000,Both Sexes,All Ages,All Races-All Origins
2005,50,Vermont,2018,0,1,53,621215,8.5317,1.17191,6.3908,11.1596,0.5202247191011236,0.4797752808988764,0.40168539325842695,0.1199438202247191,0.47837078651685394,0.003651685393258427,0.010393258426966293,0.0022471910112359553,0.012640449438202247,0.9710674157303371,0.6603932584269663,0.3396067415730337,0.21207865168539325,0.1294943820224719,0.39101123595505616,0.05365168539325843,0.21376404494382023,0.7882022471910113,0.21179775280898877,0.7853932584269663,0.13455056179775282,34.62106741573034,22000,Both Sexes,All Ages,All Races-All Origins
2006,50,Vermont,2018,0,1,75,622892,12.0406,1.39033,9.4707,15.093,0.5065701260391526,0.4934298739608474,0.41083400375435775,0.1370340573880397,0.45213193885760256,0.0037543577366586215,0.007508715473317243,0.003218020917135961,0.014749262536873156,0.970769643336015,0.6478948779833735,0.3521051220166264,0.21507106462858674,0.12255296326092786,0.3993027621346205,0.052829176722982034,0.21024403325288282,0.7731295253419147,0.22687047465808527,0.7599892732636095,0.14776079377849288,34.4604451595602,21400,Both Sexes,All Ages,All Races-All Origins
2007,50,Vermont,2018,0,1,66,623481,10.5857,1.30301,8.187,13.4676,0.5053147996729354,0.4946852003270646,0.4273644044698828,0.12864540746797493,0.4439901880621423,0.0046334150994821474,0.012810029980921232,0.002998092123194331,0.011992368492777324,0.967566094303625,0.6388661760697738,0.3611338239302262,0.21858817116380486,0.12319433088034887,0.3783047151812483,0.05778141182883619,0.2221313709457618,0.7882256745707277,0.21177432542927227,0.7628781684382666,0.14254565276642137,34.71163804851458,23000,Both Sexes,All Ages,All Races-All Origins
2008,50,Vermont,2018,0,1,73,624151,11.6959,1.3689,9.1677,14.7058,0.519177320733741,0.48082267926625905,0.4288493607559755,0.13062812673707616,0.4405225125069483,0.0033351862145636463,0.006114508060033352,0.0033351862145636463,0.018621456364647026,0.9685936631461923,0.6278488048916064,0.37215119510839356,0.2140077821011673,0.13368538076709283,0.38632573652028906,0.058643690939410784,0.20733740967204004,0.7793218454697054,0.2206781545302946,0.7120622568093385,0.1331295163979989,33.89160644802668,23400,Both Sexes,All Ages,All Races-All Origins
2009,50,Vermont,2018,0,1,55,624817,8.8026,1.18694,6.6313,11.4578,0.510124826629681,0.489875173370319,0.43828016643550627,0.1276005547850208,0.43411927877947293,0.0013869625520110957,0.007212205270457697,0.004715672676837725,0.013592233009708738,0.9730929264909848,0.6435506241331485,0.3564493758668516,0.21692094313453536,0.13009708737864079,0.3755894590846047,0.05603328710124827,0.22135922330097088,0.7814147018030513,0.2185852981969487,0.7500693481276005,0.141747572815534,33.70124826629681,23000,Both Sexes,All Ages,All Races-All Origins
2010,50,Vermont,2018,0,1,63,625741,10.0681,1.26846,7.7366,12.8814,0.506282722513089,0.493717277486911,0.4544502617801047,0.14712041884816754,0.39842931937172776,0.002356020942408377,0.011256544502617802,0.007329842931937173,0.014397905759162303,0.9646596858638743,0.6209424083769634,0.37905759162303665,0.21387434554973822,0.12172774869109948,0.3955497382198953,0.04764397905759162,0.2212041884816754,0.7612565445026178,0.2387434554973822,0.694240837696335,0.1324607329842932,32.59921465968586,22900,Both Sexes,All Ages,All Races-All Origins
2011,50,Vermont,2018,0,1,83,626431,13.2497,1.45434,10.5533,16.425,0.5068387096774194,0.49316129032258066,0.44051612903225806,0.1512258064516129,0.40825806451612906,0.003870967741935484,0.008516129032258065,0.0064516129032258064,0.016516129032258065,0.9646451612903226,0.6206451612903225,0.3793548387096774,0.23793548387096775,0.12645161290322582,0.37806451612903225,0.04774193548387097,0.20980645161290323,0.7579354838709678,0.24206451612903226,0.7052903225806452,0.13496774193548386,32.2701935483871,22900,Both Sexes,All Ages,All Races-All Origins
2012,50,Vermont,2018,0,1,70,626011,11.1819,1.33649,8.7168,14.1277,0.5153627678801962,0.48463723211980375,0.461141234185386,0.14975471210947586,0.3891040537051381,0.004131164471985541,0.009036922282468371,0.004647560030983733,0.014459075651949394,0.967725277562613,0.6034082106893881,0.39659178931061195,0.22747224373870384,0.1262587141750581,0.36819003356571134,0.047250193648334625,0.2308288148721921,0.7578104828298476,0.24218951717015233,0.6870642912470952,0.12419313193906532,32.114898011877095,22900,Both Sexes,All Ages,All Races-All Origins
2013,50,Vermont,2018,0,1,93,626630,14.8413,1.53897,11.9788,18.1816,0.5090574954056183,0.4909425045943817,0.46862693620372803,0.14990811236545024,0.38146495143082176,0.0034129692832764505,0.008926227356261486,0.00840115515883434,0.012864268836965082,0.9663953793646627,0.5993699133630874,0.4006300866369126,0.21948017852454713,0.12706747177736938,0.37910212654239955,0.048306642163297456,0.22604358099238644,0.7534786033079548,0.24652139669204515,0.6621160409556314,0.13074297715935942,32.06012076660541,23800,Both Sexes,All Ages,All Races-All Origins
2014,50,Vermont,2018,0,1,83,626562,13.2469,1.45404,10.5511,16.4215,0.5090223538917318,0.4909776461082683,0.46862375437651493,0.1543226501481282,0.37705359547535683,0.0037705359547535685,0.011580931861028817,0.008618367896579585,0.012927551844869378,0.9631026124427686,0.6207918125504982,0.37920818744950174,0.22946404524643146,0.12792889846485322,0.3805548074333423,0.044707783463506595,0.21734446539186641,0.7570697549151629,0.24293024508483707,0.6714247239429033,0.13304605440344736,32.161055750067334,25000,Both Sexes,All Ages,All Races-All Origins
2015,50,Vermont,2018,0,1,99,626042,15.8136,1.58933,12.8525,19.2525,0.49945414847161573,0.5005458515283843,0.46315502183406115,0.1435589519650655,0.3932860262008734,0.0035480349344978166,0.009006550218340612,0.009006550218340612,0.014465065502183407,0.9639737991266376,0.6058951965065502,0.3941048034934498,0.23444323144104803,0.13700873362445415,0.3646288209606987,0.05131004366812227,0.21260917030567686,0.7759279475982532,0.2240720524017467,0.6623908296943232,0.13100436681222707,33.26228165938865,26000,Both Sexes,All Ages,All Races-All Origins
2016,50,Vermont,2018,0,1,125,624594,20.013,1.79002,16.5046,23.5214,0.5106615636960088,0.48933843630399126,0.46856205576817933,0.1509021323127392,0.3805358119190815,0.004100601421541826,0.009841443411700382,0.008201202843083653,0.01694915254237288,0.9609075997813012,0.6126298523783488,0.3873701476216512,0.22279934390377254,0.1440677966101695,0.35893931109896116,0.049207217058501916,0.22498633132859486,0.777747402952433,0.22225259704756697,0.6823400765445599,0.11700382722799343,33.0289775833789,27500,Both Sexes,All Ages,All Races-All Origins
2017,50,Vermont,2018,0,1,134,623657,21.4862,1.85612,17.8482,25.1242,0.505151768309663,0.4948482316903369,0.4683932052353105,0.1670843776106934,0.3645224171539961,0.002227791701475912,0.011974380395433026,0.008632692843219159,0.020328599275967696,0.9568365357839042,0.5859092174881648,0.4140907825118351,0.2378167641325536,0.14508493455861876,0.3714842662211083,0.03926482873851295,0.20634920634920634,0.7560568086883876,0.24394319131161235,0.6691729323308271,0.13784461152882205,32.68978000556948,27000,Both Sexes,All Ages,All Races-All Origins
2018,50,Vermont,2018,1,1,153,626299,24.4292,1.97499,20.5583,28.3002,0.4986180210060807,0.5013819789939193,0.4673852957435047,0.14925373134328357,0.3833609729132117,0.0019347705914870095,0.013819789939192924,0.007462686567164179,0.017965726920950803,0.9588170259812051,0.5807075732448866,0.4192924267551133,0.23935876174682144,0.1517412935323383,0.35848535102266443,0.03454947484798231,0.21586511885019347,0.7722498618021006,0.22775013819789938,0.6188501934770592,0.13930348258706468,33.23963515754561,30000,Both Sexes,All Ages,All Races-All Origins
2000,51,Virginia,0,0,0,411,7078515,5.8063,0.2864,5.245,6.3677,0.5180921052631579,0.4819078947368421,0.29258040935672514,0.17141812865497075,0.5360014619883041,0.003837719298245614,0.044956140350877194,0.1527777777777778,0.02266081871345029,0.7757675438596491,0.6493055555555556,0.3506944444444444,0.21984649122807018,0.12335526315789473,0.34667397660818716,0.10581140350877193,0.20431286549707603,0.76078216374269,0.23921783625730994,0.8258406432748538,0.18475877192982457,35.10800438596491,23000,Both Sexes,All Ages,All Races-All Origins
2001,51,Virginia,0,0,0,459,7198362,6.3765,0.29763,5.7931,6.9598,0.5206021251475796,0.4793978748524203,0.30926800472255017,0.16493506493506493,0.5257969303423848,0.003246753246753247,0.04061393152302243,0.15448642266824086,0.025324675324675326,0.7763282172373082,0.6525383707201889,0.3474616292798111,0.2179456906729634,0.13240850059031878,0.337603305785124,0.10076741440377804,0.21127508854781582,0.7599173553719009,0.24008264462809917,0.8178866587957497,0.170543093270366,35.15832349468713,25000,Both Sexes,All Ages,All Races-All Origins
2002,51,Virginia,0,0,0,509,7286873,6.9852,0.30961,6.3783,7.592,0.5246464913439937,0.47535350865600634,0.30976608959957713,0.16195321791991543,0.5282806924805075,0.0033698955993128055,0.04341218448526497,0.1603673846967094,0.027619928637504957,0.7652306065812079,0.6497951632086693,0.3502048367913308,0.21646623496762257,0.1429232192414431,0.33632879608827804,0.09448922954935905,0.20979252015329722,0.7561120655477732,0.24388793445222678,0.8385093167701864,0.1762917933130699,34.65660103079159,25000,Both Sexes,All Ages,All Races-All Origins
2003,51,Virginia,0,0,0,547,7366977,7.425,0.31747,6.8028,8.0473,0.5247542342769158,0.4752457657230842,0.33293852895890086,0.16439654151367997,0.5026649295274191,0.003138694776738126,0.05010067511548028,0.14568281416558096,0.027419163804334953,0.7736586521378657,0.6519602037190572,0.3480397962809428,0.22249200521141774,0.1382210114888073,0.3343006040506929,0.09404240198981405,0.21094397725926803,0.7473054601444984,0.2526945398555016,0.8194362193533105,0.17576690749733506,34.25038493426507,25000,Both Sexes,All Ages,All Races-All Origins
2004,51,Virginia,0,0,0,558,7475575,7.4643,0.31599,6.845,8.0836,0.5204500175788117,0.47954998242118835,0.33264971287940936,0.16852220789874606,0.4988280792218446,0.0036915504511894994,0.04722840735966249,0.14719324973631784,0.026192429391773117,0.7756943630610571,0.6554552912223134,0.3445447087776866,0.22594632602836048,0.1419782022735263,0.3252080159381226,0.08795265440056252,0.2189148013594281,0.7461619594515411,0.25383804054845893,0.8204031407476855,0.18076878003046995,34.056135005273646,25000,Both Sexes,All Ages,All Races-All Origins
2005,51,Virginia,0,0,0,581,7577105,7.6678,0.31812,7.0443,8.2913,0.5222324371594502,0.47776756284054983,0.34865573917528087,0.16633405834473172,0.48501020247998744,0.004237953225553289,0.049846402224364865,0.1498531291342467,0.02796152207547593,0.7681009933403592,0.648451689575532,0.351548310424468,0.22046325986052873,0.14146691481489787,0.33358746103998027,0.08998363118595422,0.21449873309863893,0.7443101553916183,0.25568984460838173,0.8166020135883579,0.17566204004753683,34.11359508487118,26000,Both Sexes,All Ages,All Races-All Origins
2006,51,Virginia,0,0,0,629,7673725,8.1968,0.32683,7.5562,8.8374,0.5131260271602802,0.4868739728397197,0.3442608770867572,0.17174119885823025,0.4839979240550125,0.003330161750713606,0.04934694230602889,0.1633076723466828,0.032955626675893086,0.7510595969206816,0.6266326442349278,0.37336735576507224,0.2162658939538102,0.14176974310180782,0.335740852867399,0.09131995502119195,0.21490355505579103,0.7528544243577545,0.24714557564224549,0.8090563100077848,0.16449701582908052,34.13995329123778,26000,Both Sexes,All Ages,All Races-All Origins
2007,51,Virginia,0,0,0,700,7751000,9.0311,0.34134,8.3621,9.7001,0.5106314777219788,0.48936852227802113,0.3533497168500908,0.17670691313174486,0.46994337001816433,0.0032909498878085264,0.05081739502083556,0.16142750293834812,0.03305908750934929,0.7514050646436585,0.631264023934181,0.368735976065819,0.2235708943263169,0.14802863553798482,0.32890266054065603,0.08671866652420131,0.2127791430708409,0.7484774014317769,0.2515225985682231,0.7962816540228657,0.16702639170851585,34.0128646222887,28000,Both Sexes,All Ages,All Races-All Origins
2008,51,Virginia,0,0,0,718,7833496,9.1658,0.34206,8.4953,9.8362,0.5134190750836719,0.4865809249163281,0.3607678868377292,0.17548992780011366,0.46374218536215717,0.0030521817837371335,0.05460247963458017,0.16098680194497653,0.030206074894226113,0.7511524617424801,0.6242448481276444,0.37575515187235564,0.22512471846254237,0.14574694255583387,0.31868987728124276,0.08773443913528532,0.22270402256509567,0.763908476645547,0.23609152335445302,0.8020923232365756,0.167385858926053,33.64996737322921,28000,Both Sexes,All Ages,All Races-All Origins
2009,51,Virginia,0,0,0,685,7925937,8.6425,0.33021,7.9953,9.2897,0.5145068106102139,0.4854931893897862,0.3656011470501413,0.17680175431198078,0.45759709863787795,0.003584531691477249,0.055728925062202166,0.16398178214481507,0.03249272550921436,0.7442120355922911,0.6140302787500527,0.3859697212499473,0.22308438409311349,0.15061358748365875,0.31737865305950325,0.08442626407455826,0.22449711128916627,0.7394678024712183,0.2605321975287817,0.7880065786699278,0.1629485935984481,32.76706869649559,28000,Both Sexes,All Ages,All Races-All Origins
2010,51,Virginia,0,0,0,558,8001024,6.9741,0.29524,6.3954,7.5528,0.512654650505558,0.487345349494442,0.36971676191672426,0.17804433837844627,0.4522388997048295,0.003454122966777617,0.0571709686198162,0.17090581758043918,0.03251062404488266,0.7359584667880843,0.607862839917101,0.39213716008289895,0.22365969561849736,0.1504532228013984,0.3151625531202244,0.08618560154074818,0.22453892691913166,0.7305993426699324,0.26940065733006763,0.7954112499738324,0.16523268228348928,31.884757897381146,26000,Both Sexes,All Ages,All Races-All Origins
2011,51,Virginia,0,0,0,798,8096604,9.856,0.3489,9.1721,10.5398,0.5079603732004202,0.49203962679957985,0.37999711655304513,0.18738285996745824,0.43262002347949663,0.003933845488435318,0.05212860173418738,0.18680617057648344,0.034663151607521675,0.7224682305933722,0.5821267480897164,0.4178732519102836,0.21306613391551502,0.14441950033983483,0.3238110930323564,0.08590612320556917,0.23279714950672462,0.7122525899532469,0.287747410046753,0.756245752064754,0.15683891829547092,31.17823821391057,24300,Both Sexes,All Ages,All Races-All Origins
2012,51,Virginia,0,0,0,733,8185867,8.9545,0.33074,8.3062,9.6027,0.5088477780012065,0.4911522219987935,0.3807761914337422,0.1830082445204102,0.4362155640458476,0.003760305650512769,0.05994369595817414,0.17337623165091495,0.037160667605067366,0.7257590991353308,0.5900060325759099,0.4099939674240901,0.2229640056304042,0.15761109993967423,0.3147597023929218,0.07665393122863463,0.22801126080836517,0.7216569475165896,0.2783430524834104,0.7697767946913332,0.1526844962799115,31.456786647898653,25000,Both Sexes,All Ages,All Races-All Origins
2013,51,Virginia,0,0,0,854,8260405,10.3385,0.35378,9.6451,11.0319,0.5075241596849698,0.4924758403150302,0.38721796958190186,0.18100174793562776,0.4317802824824704,0.003415506399051695,0.06224258131918912,0.1665561649890503,0.035219898338456596,0.7325658489542523,0.5914853434593053,0.40851465654069474,0.23211379663673076,0.16109135475056757,0.31026861953267837,0.07064070881803387,0.22588552026198944,0.728386876418942,0.271613123581058,0.7668012778012175,0.15249231511060213,31.621642255841522,27000,Both Sexes,All Ages,All Races-All Origins
2014,51,Virginia,0,0,0,980,8326289,11.7699,0.37598,11.033,12.5069,0.5113169764760614,0.4886830235239386,0.3898946176095795,0.1854406440259714,0.4246647383644491,0.0032363114140658185,0.06632415704201136,0.17164586662351586,0.03586237585711685,0.7229312890632901,0.5906268330670119,0.40937316693298814,0.23242784036893951,0.16592164080988694,0.3070652723558324,0.06899411395861567,0.22559113250672547,0.7327615849835151,0.267238415016485,0.7710714213475192,0.15295616820728575,31.84728655514877,28000,Both Sexes,All Ages,All Races-All Origins
2015,51,Virginia,0,0,0,1039,8382993,12.3941,0.38451,11.6405,13.1478,0.5116495806150979,0.48835041938490215,0.3950727339033186,0.18937153045099073,0.41555573564569065,0.0034442238340289316,0.06797277037157097,0.1660115888001945,0.04001377689533612,0.7225576400988695,0.5824385104744925,0.41756148952550753,0.24044734389561975,0.1658697678187933,0.3035374204789497,0.06667612139876009,0.22346934640787713,0.7366181773977876,0.26338182260221243,0.7565744154949552,0.14737225981603794,32.00605778191985,28150,Both Sexes,All Ages,All Races-All Origins
2016,51,Virginia,0,0,0,1405,8411808,16.7027,0.4456,15.8293,17.5761,0.5080240107803503,0.49197598921964963,0.39701498632038873,0.18206133366001062,0.4209236800196006,0.0025725836089672913,0.06919433214912818,0.16258320062068685,0.0425701335293397,0.723079750091878,0.5856915349748867,0.4143084650251133,0.24480378945649067,0.17240393646126834,0.2963983829474458,0.06666258320062068,0.21973130793417453,0.7460288292702846,0.25397117072971537,0.7658744742537466,0.1541304259055086,32.30742374127159,30000,Both Sexes,All Ages,All Races-All Origins
2017,51,Virginia,0,0,0,1507,8470020,17.7922,0.45832,16.8939,18.6905,0.5089921544960773,0.49100784550392274,0.39495071414202376,0.18392677529672097,0.42112251056125527,0.0038422852544759607,0.06873868436934219,0.155984711325689,0.044135988734661034,0.7272983303158318,0.5868436934218467,0.4131563065781533,0.24683162341581172,0.17988332327499498,0.2946288473144237,0.06095353047676524,0.21770267551800443,0.751961375980688,0.248038624019312,0.7717561858780929,0.1568296117481392,32.51911084288876,31000,Both Sexes,All Ages,All Races-All Origins
2018,51,Virginia,0,0,0,1448,8517685,16.9999,0.44675,16.1243,17.8756,0.5100346301059154,0.4899653698940845,0.39275805504364203,0.18210170315316226,0.4251402418031957,0.0029364709694404503,0.06958423621377509,0.15385082727475244,0.04343951882379149,0.7301889467182405,0.5869094149334737,0.41309058506652624,0.2496607869742198,0.1843901253569331,0.29678608315275723,0.05702829137892627,0.21213471313716356,0.756313412584297,0.24368658741570304,0.7642115069158955,0.15595698576317868,32.53873103951072,32300,Both Sexes,All Ages,All Races-All Origins
2000,53,Washington,2012,0,1,556,5894121,9.4331,0.40005,8.649,10.2172,0.5120923008653206,0.4879076991346794,0.28954958952740184,0.18127357443976036,0.5291768360328378,0.008209451963612158,0.06367872198801863,0.02618149545151986,0.0479254493010872,0.8540048812957621,0.6403372531617484,0.3596627468382516,0.20767694697137787,0.10783226092744619,0.34191258043044154,0.06035056578655425,0.28222764588418014,0.742622587086754,0.25737741291324606,0.8327046816063901,0.17816729531839362,33.97448413578877,23000,Both Sexes,All Ages,All Races-All Origins
2001,53,Washington,2012,0,1,499,5985722,8.3365,0.37319,7.605,9.068,0.5127782947956189,0.48722170520438113,0.3052473333810581,0.17932564965280262,0.5154270169661394,0.009449495311045887,0.06636122843439043,0.025699763762617223,0.05061206958264729,0.8478774429092991,0.6310401603550719,0.36895983964492807,0.21877013386785024,0.10451714510702269,0.33645930274178537,0.06242393872145465,0.277829479561887,0.730760970720882,0.269239029279118,0.819385782804782,0.1780370821103873,33.14424797766483,22000,Both Sexes,All Ages,All Races-All Origins
2002,53,Washington,2012,0,1,643,6052349,10.624,0.41897,9.8028,11.4452,0.5132429449787167,0.4867570550212833,0.3153870408324137,0.17318303641809868,0.5114299227494876,0.00985338168059278,0.07070786693993379,0.023884597193756896,0.05533659151820905,0.8402175626675075,0.6373167271007409,0.362683272899259,0.2120447737663566,0.10759892795207315,0.33864102159861265,0.06321929686268327,0.2784959798202743,0.7221346366072836,0.2778653633927164,0.8237427084975564,0.1787797572126754,32.68067160649535,23000,Both Sexes,All Ages,All Races-All Origins
2003,53,Washington,2012,0,1,696,6104115,11.4021,0.4322,10.555,12.2493,0.5132681072710635,0.48673189272893647,0.33068205814035334,0.1706201168438094,0.49869782501583726,0.010276624199338355,0.06693883296966284,0.02372070106285634,0.04328851974378827,0.8557753220243542,0.6315900612374181,0.3684099387625818,0.21552755683817837,0.10705990004927149,0.33363834729358766,0.062082072217920746,0.28169212360104173,0.7159146899415781,0.2840853100584219,0.8057295699303161,0.17167593439853593,32.204335890758074,21300,Both Sexes,All Ages,All Races-All Origins
2004,53,Washington,2012,0,1,811,6178645,13.1259,0.46091,12.2225,14.0292,0.5129095987465087,0.4870904012534914,0.34532325090265004,0.1732406839702977,0.4814360651270522,0.009673683493425983,0.06935077321343416,0.02479732951835956,0.047278424960828395,0.8488997888139519,0.6356700047687173,0.3643299952312828,0.2206553579944138,0.11465358675659104,0.3293139859663465,0.060494584099734315,0.27488248518291436,0.708699502690919,0.291300497309081,0.826486817903127,0.1685400912868724,31.99570815450644,22000,Both Sexes,All Ages,All Races-All Origins
2005,53,Washington,2012,0,1,850,6257305,13.5841,0.46593,12.6709,14.4973,0.5132456641890604,0.4867543358109396,0.35064935064935066,0.1639031827711073,0.4854474665795421,0.01584578943069509,0.06591521685861308,0.022352909145361977,0.04838138800402951,0.8475046965613003,0.6426801709820578,0.35731982901794224,0.2109504751014185,0.10838846687903292,0.3345585232377685,0.06757602984018078,0.2785265049415993,0.7191047945764927,0.2808952054235073,0.8451359960793923,0.17803370633559312,32.34615698766642,23000,Both Sexes,All Ages,All Races-All Origins
